bead_batch,nearest_dose,pert_dose,pert_dose_unit,pert_idose,pert_itime,pert_time,pert_time_unit,cell_mfc_name,pert_mfc_id,nsample,cc_q75,ss_ngene,tas,pct_self_rank_q25,wt,median_recall_rank_spearman,median_recall_rank_wtcs_50,median_recall_score_spearman,median_recall_score_wtcs_50,batch_effect_tstat,batch_effect_tstat_pct,is_hiq,qc_pass,pert_id,sig_id,pert_type,cell_iname,det_wells,det_plates,distil_ids,build_name,project_code,cmap_name,is_exemplar_sig,is_ncs_sig,is_null_sig,merge_key
b22,2.22,2.30769,uM,2.22 uM,24 h,24.0,h,HA1E,BRD-K28731095,3,0.1913,96,0.137033,0.112007,"0.30,0.29,0.41",4.64856,2.51639,0.185515,0.501517,14.12,61.9294,1,1,BRD-K28731095,REP.B001_HA1E_24H:I13,trt_cp,HA1E,I13,REP.B001_HA1E_24H_X1_B22|REP.B001_HA1E_24H_X2_B22|REP.B001_HA1E_24H_X3_B22,REP.B001_HA1E_24H_X1_B22:I13|REP.B001_HA1E_24H_X2_B22:I13|REP.B001_HA1E_24H_X3_B22:I13,,REP,calcitriol,0,1.0,0.0,BRD-K28731095_HA1E_24.0
b23,10.0,10.0,uM,10 uM,24 h,24.0,h,HA1E,BRD-K84163249,3,0.2553,150,0.19788,8.52273,"0.50,0.08,0.42",34.3937,5.57624,0.0603674,0.464746,9.02,37.1519,0,1,BRD-K84163249,REP.A021_HA1E_24H:J19,trt_cp,HA1E,J19,REP.A021_HA1E_24H_X1_B23|REP.A021_HA1E_24H_X2_B23|REP.A021_HA1E_24H_X3_B23,REP.A021_HA1E_24H_X1_B23:J19|REP.A021_HA1E_24H_X2_B23:J19|REP.A021_HA1E_24H_X3_B23:J19,,REP,ercalcitriol,0,1.0,0.0,BRD-K84163249_HA1E_24.0
b23,0.04,0.0411523,uM,0.04 uM,24 h,24.0,h,PC3,BRD-K73237276,3,0.4346,144,0.252963,0.565476,"0.34,0.34,0.32",0.800011,1.23204,0.412661,0.637272,6.47,24.8349,1,1,BRD-K73237276,REP.A022_PC3_24H:L06,trt_cp,PC3,L06,REP.A022_PC3_24H_X1_B23|REP.A022_PC3_24H_X2_B23|REP.A022_PC3_24H_X3_B23,REP.A022_PC3_24H_X1_B23:L06|REP.A022_PC3_24H_X2_B23:L06|REP.A022_PC3_24H_X3_B23:L06,,REP,tacalcitol,0,1.0,0.0,BRD-K73237276_PC3_24.0
b25,3.33,3.33333,uM,3.33 uM,24 h,24.0,h,A549,BRD-K84163249,3,0.2066,130,0.165717,0.983021,"0.45,0.19,0.36",7.72232,56.2834,0.111763,0.264977,41.52,96.9854,0,1,BRD-K84163249,REP.A021_A549_24H:J20,trt_cp,A549,J20,REP.A021_A549_24H_X1_B25|REP.A021_A549_24H_X2_B25|REP.A021_A549_24H_X3_B25,REP.A021_A549_24H_X1_B25:J20|REP.A021_A549_24H_X2_B25:J20|REP.A021_A549_24H_X3_B25:J20,,REP,ercalcitriol,0,1.0,0.0,BRD-K84163249_A549_24.0
b25,0.125,0.123457,uM,0.125 uM,24 h,24.0,h,A549,BRD-K84163249,3,0.1023,101,0.102785,19.0349,"0.50,0.37,0.13",32.5336,60.6433,0.0436486,0.331529,41.52,96.9854,0,1,BRD-K84163249,REP.A021_A549_24H:J23,trt_cp,A549,J23,REP.A021_A549_24H_X1_B25|REP.A021_A549_24H_X2_B25|REP.A021_A549_24H_X3_B25,REP.A021_A549_24H_X1_B25:J23|REP.A021_A549_24H_X2_B25:J23|REP.A021_A549_24H_X3_B25:J23,,REP,ercalcitriol,0,1.0,0.0,BRD-K84163249_A549_24.0
b23,0.04,0.0411523,uM,0.04 uM,24 h,24.0,h,MCF7,BRD-K84163249,3,0.1336,81,0.10519,16.3778,"0.50,0.45,0.05",37.3485,34.9048,0.0183378,0.363017,16.31,69.6239,0,1,BRD-K84163249,REP.A021_MCF7_24H:J24,trt_cp,MCF7,J24,REP.A021_MCF7_24H_X1_B23|REP.A021_MCF7_24H_X2_B23|REP.A021_MCF7_24H_X3_B23,REP.A021_MCF7_24H_X1_B23:J24|REP.A021_MCF7_24H_X2_B23:J24|REP.A021_MCF7_24H_X3_B23:J24,,REP,ercalcitriol,0,1.0,0.0,BRD-K84163249_MCF7_24.0
b24,1.11,1.11111,uM,1.11 uM,24 h,24.0,h,PC3,BRD-K28456624,3,0.4542,432,0.447915,0.649642,"0.30,0.36,0.34",1.07538,2.13639,0.372359,0.594775,7.84,30.6919,0,0,BRD-K28456624,REP.A009_PC3_24H:D03,trt_cp,PC3,D03,REP.A009_PC3_24H_X1_B24|REP.A009_PC3_24H_X2_B24|REP.A009_PC3_24H_X3_B24,REP.A009_PC3_24H_X1_B24:D03|REP.A009_PC3_24H_X2_B24:D03|REP.A009_PC3_24H_X3_B24:D03,,REP,seocalcitol,0,1.0,0.0,BRD-K28456624_PC3_24.0
b24,0.04,0.0411523,uM,0.04 uM,24 h,24.0,h,PC3,BRD-K28456624,3,0.5769,254,0.387077,0.31362,"0.36,0.36,0.28",0.533379,0.400753,0.39817,0.745304,7.84,30.6919,0,0,BRD-K28456624,REP.A009_PC3_24H:D06,trt_cp,PC3,D06,REP.A009_PC3_24H_X1_B24|REP.A009_PC3_24H_X2_B24|REP.A009_PC3_24H_X3_B24,REP.A009_PC3_24H_X1_B24:D06|REP.A009_PC3_24H_X2_B24:D06|REP.A009_PC3_24H_X3_B24:D06,,REP,seocalcitol,0,1.0,0.0,BRD-K28456624_PC3_24.0
b23,3.33,3.33333,uM,3.33 uM,24 h,24.0,h,HA1E,BRD-K81332461,3,0.1773,117,0.145639,4.38636,"0.16,0.34,0.50",14.5557,8.87508,0.0939018,0.439409,9.02,37.1519,0,1,BRD-K81332461,REP.A021_HA1E_24H:D02,trt_cp,HA1E,D02,REP.A021_HA1E_24H_X1_B23|REP.A021_HA1E_24H_X2_B23|REP.A021_HA1E_24H_X3_B23,REP.A021_HA1E_24H_X1_B23:D02|REP.A021_HA1E_24H_X2_B23:D02|REP.A021_HA1E_24H_X3_B23:D02,,REP,maxacalcitol,0,1.0,0.0,BRD-K81332461_HA1E_24.0
b23,0.125,0.123457,uM,0.125 uM,24 h,24.0,h,PC3,BRD-K81332461,3,0.3783,152,0.242477,0.773652,"0.32,0.32,0.37",1.19575,1.59433,0.372136,0.602769,13.08,57.7089,1,1,BRD-K81332461,REP.A021_PC3_24H:D05,trt_cp,PC3,D05,REP.A021_PC3_24H_X1_B23|REP.A021_PC3_24H_X2_B23|REP.A021_PC3_24H_X3_B23,REP.A021_PC3_24H_X1_B23:D05|REP.A021_PC3_24H_X2_B23:D05|REP.A021_PC3_24H_X3_B23:D05,,REP,maxacalcitol,0,1.0,0.0,BRD-K81332461_PC3_24.0
b25,0.125,0.123457,uM,0.125 uM,24 h,24.0,h,A549,BRD-K81332461,3,0.0295,91,0.0523917,37.6005,"0.40,0.40,0.20",58.9556,44.6844,-0.00926121,0.464679,41.52,96.9854,0,1,BRD-K81332461,REP.A021_A549_24H:D05,trt_cp,A549,D05,REP.A021_A549_24H_X1_B25|REP.A021_A549_24H_X2_B25|REP.A021_A549_24H_X3_B25,REP.A021_A549_24H_X1_B25:D05|REP.A021_A549_24H_X2_B25:D05|REP.A021_A549_24H_X3_B25:D05,,REP,maxacalcitol,0,1.0,0.0,BRD-K81332461_A549_24.0
b23,1.11,1.11111,uM,1.11 uM,24 h,24.0,h,HA1E,BRD-K60585088,3,0.2315,126,0.1727,1.36488,"0.28,0.31,0.40",2.33866,27.4871,0.205453,0.270258,10.59,45.1048,1,1,BRD-K60585088,REP.A014_HA1E_24H:H21,trt_cp,HA1E,H21,REP.A014_HA1E_24H_X1_B23|REP.A014_HA1E_24H_X2_B23|REP.A014_HA1E_24H_X3_B23,REP.A014_HA1E_24H_X1_B23:H21|REP.A014_HA1E_24H_X2_B23:H21|REP.A014_HA1E_24H_X3_B23:H21,,REP,paricalcitol,0,1.0,0.0,BRD-K60585088_HA1E_24.0
b23,0.125,0.123457,uM,0.125 uM,24 h,24.0,h,MCF7,BRD-K84163249,3,0.1255,57,0.0855244,15.0,"0.47,0.22,0.31",22.9304,14.9247,0.0937768,0.375511,16.31,69.6239,0,1,BRD-K84163249,REP.A021_MCF7_24H:J23,trt_cp,MCF7,J23,REP.A021_MCF7_24H_X1_B23|REP.A021_MCF7_24H_X2_B23|REP.A021_MCF7_24H_X3_B23,REP.A021_MCF7_24H_X1_B23:J23|REP.A021_MCF7_24H_X2_B23:J23|REP.A021_MCF7_24H_X3_B23:J23,,REP,ercalcitriol,0,1.0,0.0,BRD-K84163249_MCF7_24.0
b23,1.11,1.11111,uM,1.11 uM,24 h,24.0,h,PC3,BRD-K81332461,3,0.4484,208,0.308813,0.442087,"0.34,0.32,0.34",0.531915,0.0,0.417168,0.77659,13.08,57.7089,1,1,BRD-K81332461,REP.A021_PC3_24H:D03,trt_cp,PC3,D03,REP.A021_PC3_24H_X1_B23|REP.A021_PC3_24H_X2_B23|REP.A021_PC3_24H_X3_B23,REP.A021_PC3_24H_X1_B23:D03|REP.A021_PC3_24H_X2_B23:D03|REP.A021_PC3_24H_X3_B23:D03,,REP,maxacalcitol,1,1.0,0.0,BRD-K81332461_PC3_24.0
b22,0.125,0.123457,uM,0.125 uM,24 h,24.0,h,PC3,BRD-K28731095,3,0.3396,235,0.285659,0.5386,"0.32,0.33,0.35",0.821918,1.09031,0.322313,0.567244,15.2,65.5757,1,1,BRD-K28731095,REP.A001_PC3_24H:I17,trt_cp,PC3,I17,REP.A001_PC3_24H_X1_B22|REP.A001_PC3_24H_X2_B22|REP.A001_PC3_24H_X3_B22,REP.A001_PC3_24H_X1_B22:I17|REP.A001_PC3_24H_X2_B22:I17|REP.A001_PC3_24H_X3_B22:I17,,REP,calcitriol,0,1.0,0.0,BRD-K28731095_PC3_24.0
b25,10.0,10.0,uM,10 uM,24 h,24.0,h,A549,BRD-K73237276,3,0.1547,175,0.166378,2.44444,"0.50,0.25,0.25",8.13367,18.9378,0.152216,0.477678,30.17,92.0758,0,1,BRD-K73237276,REP.A022_A549_24H:L01,trt_cp,A549,L01,REP.A022_A549_24H_X1_B25|REP.A022_A549_24H_X2_B25|REP.A022_A549_24H_X3_B25,REP.A022_A549_24H_X1_B25:L01|REP.A022_A549_24H_X2_B25:L01|REP.A022_A549_24H_X3_B25:L01,,REP,tacalcitol,0,1.0,0.0,BRD-K73237276_A549_24.0
b23,3.33,3.33333,uM,3.33 uM,24 h,24.0,h,MCF7,BRD-K73237276,3,0.3218,131,0.207615,0.221043,"0.31,0.35,0.34",0.134048,3.45254,0.277298,0.552711,11.06,47.0571,1,1,BRD-K73237276,REP.A022_MCF7_24H:L02,trt_cp,MCF7,L02,REP.A022_MCF7_24H_X1_B23|REP.A022_MCF7_24H_X2_B23|REP.A022_MCF7_24H_X3_B23,REP.A022_MCF7_24H_X1_B23:L02|REP.A022_MCF7_24H_X2_B23:L02|REP.A022_MCF7_24H_X3_B23:L02,,REP,tacalcitol,0,1.0,0.0,BRD-K73237276_MCF7_24.0
b22,0.37,0.37037,uM,0.37 uM,24 h,24.0,h,HA1E,BRD-K28731095,3,0.2116,147,0.178339,5.09425,"0.39,0.50,0.11",22.5263,12.3004,0.0726005,0.362341,8.86,36.2331,0,1,BRD-K28731095,REP.A001_HA1E_24H:I16,trt_cp,HA1E,I16,REP.A001_HA1E_24H_X1_B22|REP.A001_HA1E_24H_X2_B22|REP.A001_HA1E_24H_X3_B22,REP.A001_HA1E_24H_X1_B22:I16|REP.A001_HA1E_24H_X2_B22:I16|REP.A001_HA1E_24H_X3_B22:I16,,REP,calcitriol,0,1.0,0.0,BRD-K28731095_HA1E_24.0
b25,10.0,10.0,uM,10 uM,24 h,24.0,h,A549,BRD-K84163249,3,0.105,117,0.112077,5.02681,"0.17,0.50,0.33",15.6789,23.5425,0.0630615,0.509773,41.52,96.9854,0,1,BRD-K84163249,REP.A021_A549_24H:J19,trt_cp,A549,J19,REP.A021_A549_24H_X1_B25|REP.A021_A549_24H_X2_B25|REP.A021_A549_24H_X3_B25,REP.A021_A549_24H_X1_B25:J19|REP.A021_A549_24H_X2_B25:J19|REP.A021_A549_24H_X3_B25:J19,,REP,ercalcitriol,0,1.0,0.0,BRD-K84163249_A549_24.0
b23,0.04,0.0411523,uM,0.04 uM,24 h,24.0,h,HA1E,BRD-K84163249,3,0.3257,234,0.279156,6.45455,"0.30,0.50,0.20",11.6253,37.4409,0.241073,0.182231,9.02,37.1519,0,1,BRD-K84163249,REP.A021_HA1E_24H:J24,trt_cp,HA1E,J24,REP.A021_HA1E_24H_X1_B23|REP.A021_HA1E_24H_X2_B23|REP.A021_HA1E_24H_X3_B23,REP.A021_HA1E_24H_X1_B23:J24|REP.A021_HA1E_24H_X2_B23:J24|REP.A021_HA1E_24H_X3_B23:J24,,REP,ercalcitriol,0,1.0,0.0,BRD-K84163249_HA1E_24.0
b23,3.33,3.33333,uM,3.33 uM,24 h,24.0,h,PC3,BRD-K84163249,3,0.5047,241,0.35266,0.0442087,"0.34,0.31,0.35",0.398231,0.265957,0.450983,0.744617,13.08,57.7089,1,1,BRD-K84163249,REP.A021_PC3_24H:J20,trt_cp,PC3,J20,REP.A021_PC3_24H_X1_B23|REP.A021_PC3_24H_X2_B23|REP.A021_PC3_24H_X3_B23,REP.A021_PC3_24H_X1_B23:J20|REP.A021_PC3_24H_X2_B23:J20|REP.A021_PC3_24H_X3_B23:J20,,REP,ercalcitriol,0,1.0,0.0,BRD-K84163249_PC3_24.0
b24,10.0,10.0,uM,10 uM,24 h,24.0,h,PC3,BRD-K28456624,3,0.5853,251,0.387576,0.0448029,"0.35,0.34,0.31",0.397878,0.271739,0.509641,0.763341,7.84,30.6919,0,0,BRD-K28456624,REP.A009_PC3_24H:D01,trt_cp,PC3,D01,REP.A009_PC3_24H_X1_B24|REP.A009_PC3_24H_X2_B24|REP.A009_PC3_24H_X3_B24,REP.A009_PC3_24H_X1_B24:D01|REP.A009_PC3_24H_X2_B24:D01|REP.A009_PC3_24H_X3_B24:D01,,REP,seocalcitol,0,1.0,0.0,BRD-K28456624_PC3_24.0
b23,1.11,1.11111,uM,1.11 uM,24 h,24.0,h,MCF7,BRD-K84163249,3,0.1829,104,0.139461,3.51111,"0.24,0.37,0.38",6.44945,4.56377,0.10407,0.485281,16.31,69.6239,1,1,BRD-K84163249,REP.A021_MCF7_24H:J21,trt_cp,MCF7,J21,REP.A021_MCF7_24H_X1_B23|REP.A021_MCF7_24H_X2_B23|REP.A021_MCF7_24H_X3_B23,REP.A021_MCF7_24H_X1_B23:J21|REP.A021_MCF7_24H_X2_B23:J21|REP.A021_MCF7_24H_X3_B23:J21,,REP,ercalcitriol,0,1.0,0.0,BRD-K84163249_MCF7_24.0
b23,3.33,3.33333,uM,3.33 uM,24 h,24.0,h,PC3,BRD-K81332461,3,0.4212,287,0.351573,0.530504,"0.33,0.32,0.35",0.66313,1.46277,0.417551,0.651305,13.08,57.7089,1,1,BRD-K81332461,REP.A021_PC3_24H:D02,trt_cp,PC3,D02,REP.A021_PC3_24H_X1_B23|REP.A021_PC3_24H_X2_B23|REP.A021_PC3_24H_X3_B23,REP.A021_PC3_24H_X1_B23:D02|REP.A021_PC3_24H_X2_B23:D02|REP.A021_PC3_24H_X3_B23:D02,,REP,maxacalcitol,0,1.0,0.0,BRD-K81332461_PC3_24.0
b23,10.0,10.0,uM,10 uM,24 h,24.0,h,PC3,BRD-K73237276,3,0.5372,272,0.38653,0.0,"0.33,0.33,0.35",0.0,0.400006,0.533838,0.73216,6.47,24.8349,1,1,BRD-K73237276,REP.A022_PC3_24H:L01,trt_cp,PC3,L01,REP.A022_PC3_24H_X1_B23|REP.A022_PC3_24H_X2_B23|REP.A022_PC3_24H_X3_B23,REP.A022_PC3_24H_X1_B23:L01|REP.A022_PC3_24H_X2_B23:L01|REP.A022_PC3_24H_X3_B23:L01,,REP,tacalcitol,1,1.0,0.0,BRD-K73237276_PC3_24.0
b24,0.125,0.123457,uM,0.125 uM,24 h,24.0,h,HA1E,BRD-K28456624,3,0.243,67,0.129024,0.356824,"0.35,0.33,0.32",9.4086,7.09918,0.23636,0.451996,5.63,21.648,0,0,BRD-K28456624,REP.A009_HA1E_24H:D05,trt_cp,HA1E,D05,REP.A009_HA1E_24H_X1_B24|REP.A009_HA1E_24H_X2_B24|REP.A009_HA1E_24H_X3_B24,REP.A009_HA1E_24H_X1_B24:D05|REP.A009_HA1E_24H_X2_B24:D05|REP.A009_HA1E_24H_X3_B24:D05,,REP,seocalcitol,0,1.0,0.0,BRD-K28456624_HA1E_24.0
b23,0.04,0.0411523,uM,0.04 uM,24 h,24.0,h,MCF7,BRD-K81332461,3,0.0417,281,0.109459,29.6,"0.42,0.15,0.42",49.5301,44.0323,-0.000966702,0.228445,16.31,69.6239,0,1,BRD-K81332461,REP.A021_MCF7_24H:D06,trt_cp,MCF7,D06,REP.A021_MCF7_24H_X1_B23|REP.A021_MCF7_24H_X2_B23|REP.A021_MCF7_24H_X3_B23,REP.A021_MCF7_24H_X1_B23:D06|REP.A021_MCF7_24H_X2_B23:D06|REP.A021_MCF7_24H_X3_B23:D06,,REP,maxacalcitol,0,1.0,0.0,BRD-K81332461_MCF7_24.0
b22,0.08,0.0854701,uM,0.08 uM,24 h,24.0,h,HA1E,BRD-K28731095,3,0.1307,108,0.120138,11.4023,"0.05,0.45,0.50",45.5662,41.6737,0.0203492,0.174581,14.12,61.9294,0,1,BRD-K28731095,REP.B001_HA1E_24H:I16,trt_cp,HA1E,I16,REP.B001_HA1E_24H_X1_B22|REP.B001_HA1E_24H_X2_B22|REP.B001_HA1E_24H_X3_B22,REP.B001_HA1E_24H_X1_B22:I16|REP.B001_HA1E_24H_X2_B22:I16|REP.B001_HA1E_24H_X3_B22:I16,,REP,calcitriol,0,1.0,0.0,BRD-K28731095_HA1E_24.0
b22,10.0,10.0,uM,10 uM,24 h,24.0,h,PC3,BRD-K28731095,3,0.5811,303,0.424304,0.0224417,"0.32,0.35,0.33",0.0,0.0,0.574109,0.811407,15.2,65.5757,1,1,BRD-K28731095,REP.A001_PC3_24H:I13,trt_cp,PC3,I13,REP.A001_PC3_24H_X1_B22|REP.A001_PC3_24H_X2_B22|REP.A001_PC3_24H_X3_B22,REP.A001_PC3_24H_X1_B22:I13|REP.A001_PC3_24H_X2_B22:I13|REP.A001_PC3_24H_X3_B22:I13,,REP,calcitriol,0,1.0,0.0,BRD-K28731095_PC3_24.0
b23,0.04,0.0411523,uM,0.04 uM,24 h,24.0,h,HA1E,BRD-K73237276,3,0.197,92,0.136131,0.122669,"0.32,0.35,0.33",1.23663,5.08512,0.188923,0.444706,8.04,31.8117,1,1,BRD-K73237276,REP.A022_HA1E_24H:L06,trt_cp,HA1E,L06,REP.A022_HA1E_24H_X1_B23|REP.A022_HA1E_24H_X2.L2.A2_B23|REP.A022_HA1E_24H_X3_B23,REP.A022_HA1E_24H_X1_B23:L06|REP.A022_HA1E_24H_X2.L2.A2_B23:L06|REP.A022_HA1E_24H_X3_B23:L06,,REP,tacalcitol,0,1.0,0.0,BRD-K73237276_HA1E_24.0
b23,0.04,0.0411523,uM,0.04 uM,24 h,24.0,h,MCF7,BRD-K60585088,3,0.1821,113,0.145052,12.1287,"0.49,0.04,0.48",50.1259,15.2605,0.00506287,0.319311,11.66,50.3015,0,1,BRD-K60585088,REP.A014_MCF7_24H:H24,trt_cp,MCF7,H24,REP.A014_MCF7_24H_X1_B23|REP.A014_MCF7_24H_X2_B23|REP.A014_MCF7_24H_X3_B23,REP.A014_MCF7_24H_X1_B23:H24|REP.A014_MCF7_24H_X2_B23:H24|REP.A014_MCF7_24H_X3_B23:H24,,REP,paricalcitol,0,1.0,0.0,BRD-K60585088_MCF7_24.0
b23,0.37,0.37037,uM,0.37 uM,24 h,24.0,h,PC3,BRD-K73237276,3,0.4586,194,0.301612,0.625,"0.33,0.34,0.34",1.95349,2.38017,0.436139,0.687989,6.47,24.8349,1,1,BRD-K73237276,REP.A022_PC3_24H:L04,trt_cp,PC3,L04,REP.A022_PC3_24H_X1_B23|REP.A022_PC3_24H_X2_B23|REP.A022_PC3_24H_X3_B23,REP.A022_PC3_24H_X1_B23:L04|REP.A022_PC3_24H_X2_B23:L04|REP.A022_PC3_24H_X3_B23:L04,,REP,tacalcitol,0,1.0,0.0,BRD-K73237276_PC3_24.0
b23,0.37,0.37037,uM,0.37 uM,24 h,24.0,h,MCF7,BRD-K73237276,3,0.2565,121,0.178142,0.287356,"0.32,0.36,0.32",0.3979,0.402145,0.251359,0.626403,11.06,47.0571,1,1,BRD-K73237276,REP.A022_MCF7_24H:L04,trt_cp,MCF7,L04,REP.A022_MCF7_24H_X1_B23|REP.A022_MCF7_24H_X2_B23|REP.A022_MCF7_24H_X3_B23,REP.A022_MCF7_24H_X1_B23:L04|REP.A022_MCF7_24H_X2_B23:L04|REP.A022_MCF7_24H_X3_B23:L04,,REP,tacalcitol,0,1.0,0.0,BRD-K73237276_MCF7_24.0
b23,0.37,0.37037,uM,0.37 uM,24 h,24.0,h,MCF7,BRD-K81332461,3,0.2586,114,0.173619,3.33333,"0.34,0.16,0.50",13.9648,8.72323,0.141722,0.457483,16.31,69.6239,0,1,BRD-K81332461,REP.A021_MCF7_24H:D04,trt_cp,MCF7,D04,REP.A021_MCF7_24H_X1_B23|REP.A021_MCF7_24H_X2_B23|REP.A021_MCF7_24H_X3_B23,REP.A021_MCF7_24H_X1_B23:D04|REP.A021_MCF7_24H_X2_B23:D04|REP.A021_MCF7_24H_X3_B23:D04,,REP,maxacalcitol,0,1.0,0.0,BRD-K81332461_MCF7_24.0
b25,10.0,10.0,uM,10 uM,24 h,24.0,h,A549,BRD-K81332461,3,0.3763,174,0.258745,0.245755,"0.37,0.28,0.35",2.85594,4.168,0.279492,0.583617,41.52,96.9854,1,1,BRD-K81332461,REP.A021_A549_24H:D01,trt_cp,A549,D01,REP.A021_A549_24H_X1_B25|REP.A021_A549_24H_X2_B25|REP.A021_A549_24H_X3_B25,REP.A021_A549_24H_X1_B25:D01|REP.A021_A549_24H_X2_B25:D01|REP.A021_A549_24H_X3_B25:D01,,REP,maxacalcitol,0,1.0,0.0,BRD-K81332461_A549_24.0
b32,0.125,0.123457,uM,0.125 uM,24 h,24.0,h,A549,BRD-K28456624,3,0.1432,77,0.106181,10.4481,"0.31,0.19,0.50",13.3719,15.698,0.0946348,0.325975,11.96,51.938,0,1,BRD-K28456624,REP.A009_A549_24H:D05,trt_cp,A549,D05,REP.A009_A549_24H_X1_B32|REP.A009_A549_24H_X2_B32|REP.A009_A549_24H_X3_B32,REP.A009_A549_24H_X1_B32:D05|REP.A009_A549_24H_X2_B32:D05|REP.A009_A549_24H_X3_B32:D05,,REP,seocalcitol,0,1.0,0.0,BRD-K28456624_A549_24.0
b24,3.33,3.33333,uM,3.33 uM,24 h,24.0,h,HA1E,BRD-K28456624,3,0.1089,76,0.0919923,13.3363,"0.06,0.45,0.49",41.6162,39.2073,0.014442,0.200094,5.63,21.648,0,0,BRD-K28456624,REP.A009_HA1E_24H:D02,trt_cp,HA1E,D02,REP.A009_HA1E_24H_X1_B24|REP.A009_HA1E_24H_X2_B24|REP.A009_HA1E_24H_X3_B24,REP.A009_HA1E_24H_X1_B24:D02|REP.A009_HA1E_24H_X2_B24:D02|REP.A009_HA1E_24H_X3_B24:D02,,REP,seocalcitol,0,1.0,0.0,BRD-K28456624_HA1E_24.0
b23,0.04,0.0411523,uM,0.04 uM,24 h,24.0,h,HA1E,BRD-K60585088,3,0.1174,85,0.101012,9.19017,"0.10,0.50,0.40",37.8926,89.9231,0.0347586,-0.320072,10.59,45.1048,0,1,BRD-K60585088,REP.A014_HA1E_24H:H24,trt_cp,HA1E,H24,REP.A014_HA1E_24H_X1_B23|REP.A014_HA1E_24H_X2_B23|REP.A014_HA1E_24H_X3_B23,REP.A014_HA1E_24H_X1_B23:H24|REP.A014_HA1E_24H_X2_B23:H24|REP.A014_HA1E_24H_X3_B23:H24,,REP,paricalcitol,0,1.0,0.0,BRD-K60585088_HA1E_24.0
b23,1.11,1.11111,uM,1.11 uM,24 h,24.0,h,MCF7,BRD-K60585088,3,0.2546,168,0.209129,3.0378,"0.37,0.42,0.22",7.21232,6.23519,0.136436,0.421017,11.66,50.3015,0,1,BRD-K60585088,REP.A014_MCF7_24H:H21,trt_cp,MCF7,H21,REP.A014_MCF7_24H_X1_B23|REP.A014_MCF7_24H_X2_B23|REP.A014_MCF7_24H_X3_B23,REP.A014_MCF7_24H_X1_B23:H21|REP.A014_MCF7_24H_X2_B23:H21|REP.A014_MCF7_24H_X3_B23:H21,,REP,paricalcitol,0,1.0,0.0,BRD-K60585088_MCF7_24.0
b22,0.01,0.00949668,uM,0.01 uM,24 h,24.0,h,PC3,BRD-K28731095,3,0.1779,163,0.172192,3.18912,"0.37,0.22,0.41",7.4232,3.40091,0.0910227,0.477147,19.45,78.2659,1,1,BRD-K28731095,REP.B001_PC3_24H:I18,trt_cp,PC3,I18,REP.B001_PC3_24H_X1_B22|REP.B001_PC3_24H_X2_B22|REP.B001_PC3_24H_X3.L2_B22,REP.B001_PC3_24H_X1_B22:I18|REP.B001_PC3_24H_X2_B22:I18|REP.B001_PC3_24H_X3.L2_B22:I18,,REP,calcitriol,0,1.0,0.0,BRD-K28731095_PC3_24.0
b25,0.37,0.37037,uM,0.37 uM,24 h,24.0,h,A549,BRD-K73237276,3,0.0463,93,0.0663533,26.6444,"0.38,0.13,0.48",44.9735,31.5263,0.0154845,0.416853,30.17,92.0758,0,1,BRD-K73237276,REP.A022_A549_24H:L04,trt_cp,A549,L04,REP.A022_A549_24H_X1_B25|REP.A022_A549_24H_X2_B25|REP.A022_A549_24H_X3_B25,REP.A022_A549_24H_X1_B25:L04|REP.A022_A549_24H_X2_B25:L04|REP.A022_A549_24H_X3_B25:L04,,REP,tacalcitol,0,1.0,0.0,BRD-K73237276_A549_24.0
b23,0.125,0.123457,uM,0.125 uM,24 h,24.0,h,MCF7,BRD-K60585088,3,0.201,107,0.148293,5.55806,"0.45,0.40,0.15",20.8857,4.94456,0.0671965,0.435477,11.66,50.3015,1,1,BRD-K60585088,REP.A014_MCF7_24H:H23,trt_cp,MCF7,H23,REP.A014_MCF7_24H_X1_B23|REP.A014_MCF7_24H_X2_B23|REP.A014_MCF7_24H_X3_B23,REP.A014_MCF7_24H_X1_B23:H23|REP.A014_MCF7_24H_X2_B23:H23|REP.A014_MCF7_24H_X3_B23:H23,,REP,paricalcitol,0,1.0,0.0,BRD-K60585088_MCF7_24.0
b23,3.33,3.33333,uM,3.33 uM,24 h,24.0,h,MCF7,BRD-K81332461,3,0.3493,175,0.250005,3.77778,"0.39,0.43,0.18",18.3949,6.02492,0.140485,0.489069,16.31,69.6239,0,1,BRD-K81332461,REP.A021_MCF7_24H:D02,trt_cp,MCF7,D02,REP.A021_MCF7_24H_X1_B23|REP.A021_MCF7_24H_X2_B23|REP.A021_MCF7_24H_X3_B23,REP.A021_MCF7_24H_X1_B23:D02|REP.A021_MCF7_24H_X2_B23:D02|REP.A021_MCF7_24H_X3_B23:D02,,REP,maxacalcitol,0,1.0,0.0,BRD-K81332461_MCF7_24.0
