bead_batch,nearest_dose,pert_dose,pert_dose_unit,pert_idose,pert_itime,pert_time,pert_time_unit,cell_mfc_name,pert_mfc_id,nsample,cc_q75,ss_ngene,tas,pct_self_rank_q25,wt,median_recall_rank_spearman,median_recall_rank_wtcs_50,median_recall_score_spearman,median_recall_score_wtcs_50,batch_effect_tstat,batch_effect_tstat_pct,is_hiq,qc_pass,pert_id,sig_id,pert_type,cell_iname,det_wells,det_plates,distil_ids,build_name,project_code,cmap_name,is_exemplar_sig,is_ncs_sig,is_null_sig,merge_key
b41,0.12,0.1,uM,0.12 uM,24 h,24.0,h,A549,BRD-K28456624,5,0.4014,312,0.357846,0.106781,"0.23,0.20,0.17,0.15,0.25",2.12405,2.05808,0.360788,0.574919,20.27,80.333,1,1,BRD-K28456624,LKCP001_A549_24H:N12,trt_cp,A549,N12,LKCP001_A549_24H_X1.A2_B41|LKCP001_A549_24H_X2_B40|LKCP001_A549_24H_X3_B40|LKCP001_A549_24H_X4_B40|LKCP001_A549_24H_X5_B40,LKCP001_A549_24H_X1.A2_B41:N12|LKCP001_A549_24H_X2_B40:N12|LKCP001_A549_24H_X3_B40:N12|LKCP001_A549_24H_X4_B40:N12|LKCP001_A549_24H_X5_B40:N12,,LKCP,seocalcitol,0,1.0,0.0,BRD-K28456624_A549_24.0
b41,0.05,0.05,uM,0.05 uM,24 h,24.0,h,A549,BRD-K28731095,4,0.1432,44,0.0802654,5.01869,"0.18,0.27,0.24,0.30",7.76286,27.9143,0.111779,0.216123,20.27,80.333,0,1,BRD-K28731095,LKCP001_A549_24H:E21,trt_cp,A549,E21,LKCP001_A549_24H_X1.A2_B41|LKCP001_A549_24H_X2_B40|LKCP001_A549_24H_X3_B40|LKCP001_A549_24H_X5_B40,LKCP001_A549_24H_X1.A2_B41:E21|LKCP001_A549_24H_X2_B40:E21|LKCP001_A549_24H_X3_B40:E21|LKCP001_A549_24H_X5_B40:E21,,LKCP,calcitriol,0,1.0,0.0,BRD-K28731095_A549_24.0
b41,1.11,1.0,uM,1.11 uM,24 h,24.0,h,MCF7,BRD-K28456624,4,0.0825,116,0.0989206,16.8977,"0.22,0.27,0.24,0.27",19.5845,31.977,0.0615063,0.271234,18.07,74.476,0,1,BRD-K28456624,LKCP001_MCF7_24H:N11,trt_cp,MCF7,N11,LKCP001_MCF7_24H_X1_B41|LKCP001_MCF7_24H_X3.A2_B41|LKCP001_MCF7_24H_X4_B41|LKCP001_MCF7_24H_X5.A2_B41,LKCP001_MCF7_24H_X1_B41:N11|LKCP001_MCF7_24H_X3.A2_B41:N11|LKCP001_MCF7_24H_X4_B41:N11|LKCP001_MCF7_24H_X5.A2_B41:N11,,LKCP,seocalcitol,0,1.0,0.0,BRD-K28456624_MCF7_24.0
b41,10.0,10.0,uM,10 uM,24 h,24.0,h,MCF7,BRD-K84163249,4,0.3379,138,0.218356,0.0,"0.28,0.27,0.24,0.22",0.0,0.132452,0.29834,0.632147,18.07,74.476,1,1,BRD-K84163249,LKCP001_MCF7_24H:F07,trt_cp,MCF7,F07,LKCP001_MCF7_24H_X1_B41|LKCP001_MCF7_24H_X3.A2_B41|LKCP001_MCF7_24H_X4_B41|LKCP001_MCF7_24H_X5.A2_B41,LKCP001_MCF7_24H_X1_B41:F07|LKCP001_MCF7_24H_X3.A2_B41:F07|LKCP001_MCF7_24H_X4_B41:F07|LKCP001_MCF7_24H_X5.A2_B41:F07,,LKCP,ercalcitriol,0,1.0,0.0,BRD-K84163249_MCF7_24.0
b41,4.0,5.0,uM,4 uM,24 h,24.0,h,A549,BRD-K28731095,4,0.0969,76,0.0867759,15.598,"0.18,0.12,0.32,0.37",18.0666,13.8658,0.0916397,0.357994,18.67,76.2561,0,1,BRD-K28731095,LKCP002_A549_24H:N19,trt_cp,A549,N19,LKCP002_A549_24H_X2_B41|LKCP002_A549_24H_X3.A2_B41|LKCP002_A549_24H_X4_B41|LKCP002_A549_24H_X5_B41,LKCP002_A549_24H_X2_B41:N19|LKCP002_A549_24H_X3.A2_B41:N19|LKCP002_A549_24H_X4_B41:N19|LKCP002_A549_24H_X5_B41:N19,,LKCP,calcitriol,0,1.0,0.0,BRD-K28731095_A549_24.0
b41,0.12,0.1,uM,0.12 uM,24 h,24.0,h,U2OS,BRD-K84163249,5,0.1773,102,0.135983,0.964114,"0.21,0.23,0.16,0.22,0.18",3.29568,3.60727,0.147892,0.440704,21.64,82.8309,1,1,BRD-K84163249,LKCP001_U2OS_24H:F09,trt_cp,U2OS,F09,LKCP001_U2OS_24H_X1.A2_B41|LKCP001_U2OS_24H_X2.A2_B41|LKCP001_U2OS_24H_X3_B41|LKCP001_U2OS_24H_X4_B41|LKCP001_U2OS_24H_X5_B41,LKCP001_U2OS_24H_X1.A2_B41:F09|LKCP001_U2OS_24H_X2.A2_B41:F09|LKCP001_U2OS_24H_X3_B41:F09|LKCP001_U2OS_24H_X4_B41:F09|LKCP001_U2OS_24H_X5_B41:F09,,LKCP,ercalcitriol,0,1.0,0.0,BRD-K84163249_U2OS_24.0
b41,0.05,0.05,uM,0.05 uM,24 h,24.0,h,MCF7,BRD-K28731095,4,0.1968,68,0.116976,0.792079,"0.32,0.31,0.30,0.06",17.0055,2.38414,0.093561,0.410359,18.07,74.476,1,1,BRD-K28731095,LKCP001_MCF7_24H:E21,trt_cp,MCF7,E21,LKCP001_MCF7_24H_X1_B41|LKCP001_MCF7_24H_X3.A2_B41|LKCP001_MCF7_24H_X4_B41|LKCP001_MCF7_24H_X5.A2_B41,LKCP001_MCF7_24H_X1_B41:E21|LKCP001_MCF7_24H_X3.A2_B41:E21|LKCP001_MCF7_24H_X4_B41:E21|LKCP001_MCF7_24H_X5.A2_B41:E21,,LKCP,calcitriol,0,1.0,0.0,BRD-K28731095_MCF7_24.0
b41,10.0,10.0,uM,10 uM,24 h,24.0,h,A549,BRD-K28456624,5,0.1643,131,0.148349,2.189,"0.24,0.38,0.20,0.17,0.01",40.3229,19.2713,0.0125381,0.379776,20.27,80.333,0,1,BRD-K28456624,LKCP001_A549_24H:N10,trt_cp,A549,N10,LKCP001_A549_24H_X1.A2_B41|LKCP001_A549_24H_X2_B40|LKCP001_A549_24H_X3_B40|LKCP001_A549_24H_X4_B40|LKCP001_A549_24H_X5_B40,LKCP001_A549_24H_X1.A2_B41:N10|LKCP001_A549_24H_X2_B40:N10|LKCP001_A549_24H_X3_B40:N10|LKCP001_A549_24H_X4_B40:N10|LKCP001_A549_24H_X5_B40:N10,,LKCP,seocalcitol,0,1.0,0.0,BRD-K28456624_A549_24.0
b41,0.05,0.05,uM,0.05 uM,24 h,24.0,h,U2OS,BRD-K28731095,5,0.1913,120,0.153207,1.4862,"0.26,0.23,0.16,0.20,0.15",4.12721,10.1308,0.138321,0.378201,24.16,86.2188,1,1,BRD-K28731095,LKCP002_U2OS_24H:N21,trt_cp,U2OS,N21,LKCP002_U2OS_24H_X1_B41|LKCP002_U2OS_24H_X2.A2_B41|LKCP002_U2OS_24H_X3_B41|LKCP002_U2OS_24H_X4_B41|LKCP002_U2OS_24H_X5_B41,LKCP002_U2OS_24H_X1_B41:N21|LKCP002_U2OS_24H_X2.A2_B41:N21|LKCP002_U2OS_24H_X3_B41:N21|LKCP002_U2OS_24H_X4_B41:N21|LKCP002_U2OS_24H_X5_B41:N21,,LKCP,calcitriol,0,1.0,0.0,BRD-K28731095_U2OS_24.0
b41,10.0,10.0,uM,10 uM,24 h,24.0,h,U2OS,BRD-K73237276,5,0.1979,142,0.169511,0.428495,"0.20,0.26,0.20,0.26,0.09",3.26101,10.6721,0.158698,0.412366,21.64,82.8309,1,1,BRD-K73237276,LKCP001_U2OS_24H:J22,trt_cp,U2OS,J22,LKCP001_U2OS_24H_X1.A2_B41|LKCP001_U2OS_24H_X2.A2_B41|LKCP001_U2OS_24H_X3_B41|LKCP001_U2OS_24H_X4_B41|LKCP001_U2OS_24H_X5_B41,LKCP001_U2OS_24H_X1.A2_B41:J22|LKCP001_U2OS_24H_X2.A2_B41:J22|LKCP001_U2OS_24H_X3_B41:J22|LKCP001_U2OS_24H_X4_B41:J22|LKCP001_U2OS_24H_X5_B41:J22,,LKCP,tacalcitol,0,1.0,0.0,BRD-K73237276_U2OS_24.0
b41,0.05,0.05,uM,0.05 uM,24 h,24.0,h,U2OS,BRD-K28731095,5,0.2518,73,0.137094,1.1248,"0.24,0.26,0.11,0.18,0.20",4.11975,7.51638,0.150503,0.397662,21.64,82.8309,1,1,BRD-K28731095,LKCP001_U2OS_24H:E21,trt_cp,U2OS,E21,LKCP001_U2OS_24H_X1.A2_B41|LKCP001_U2OS_24H_X2.A2_B41|LKCP001_U2OS_24H_X3_B41|LKCP001_U2OS_24H_X4_B41|LKCP001_U2OS_24H_X5_B41,LKCP001_U2OS_24H_X1.A2_B41:E21|LKCP001_U2OS_24H_X2.A2_B41:E21|LKCP001_U2OS_24H_X3_B41:E21|LKCP001_U2OS_24H_X4_B41:E21|LKCP001_U2OS_24H_X5_B41:E21,,LKCP,calcitriol,0,1.0,0.0,BRD-K28731095_U2OS_24.0
b41,0.5,0.5,uM,0.5 uM,24 h,24.0,h,U2OS,BRD-K28731095,5,0.1413,162,0.152989,3.3744,"0.24,0.29,0.21,0.10,0.15",17.251,33.5924,0.0968819,0.232457,21.64,82.8309,0,0,BRD-K28731095,LKCP001_U2OS_24H:E20,trt_cp,U2OS,E20,LKCP001_U2OS_24H_X1.A2_B41|LKCP001_U2OS_24H_X2.A2_B41|LKCP001_U2OS_24H_X3_B41|LKCP001_U2OS_24H_X4_B41|LKCP001_U2OS_24H_X5_B41,LKCP001_U2OS_24H_X1.A2_B41:E20|LKCP001_U2OS_24H_X2.A2_B41:E20|LKCP001_U2OS_24H_X3_B41:E20|LKCP001_U2OS_24H_X4_B41:E20|LKCP001_U2OS_24H_X5_B41:E20,,LKCP,calcitriol,0,1.0,0.0,BRD-K28731095_U2OS_24.0
b41,1.11,1.0,uM,1.11 uM,24 h,24.0,h,A549,BRD-K73237276,5,0.1304,63,0.0916515,1.70849,"0.18,0.15,0.32,0.12,0.23",10.5741,13.9999,0.0851278,0.359375,20.27,80.333,0,1,BRD-K73237276,LKCP001_A549_24H:J23,trt_cp,A549,J23,LKCP001_A549_24H_X1.A2_B41|LKCP001_A549_24H_X2_B40|LKCP001_A549_24H_X3_B40|LKCP001_A549_24H_X4_B40|LKCP001_A549_24H_X5_B40,LKCP001_A549_24H_X1.A2_B41:J23|LKCP001_A549_24H_X2_B40:J23|LKCP001_A549_24H_X3_B40:J23|LKCP001_A549_24H_X4_B40:J23|LKCP001_A549_24H_X5_B40:J23,,LKCP,tacalcitol,0,1.0,0.0,BRD-K73237276_A549_24.0
b41,0.12,0.1,uM,0.12 uM,24 h,24.0,h,MCF7,BRD-K28456624,4,0.3217,305,0.316742,2.0462,"0.33,0.20,0.24,0.22",2.44501,2.97604,0.275603,0.541727,18.07,74.476,1,1,BRD-K28456624,LKCP001_MCF7_24H:N12,trt_cp,MCF7,N12,LKCP001_MCF7_24H_X1_B41|LKCP001_MCF7_24H_X3.A2_B41|LKCP001_MCF7_24H_X4_B41|LKCP001_MCF7_24H_X5.A2_B41,LKCP001_MCF7_24H_X1_B41:N12|LKCP001_MCF7_24H_X3.A2_B41:N12|LKCP001_MCF7_24H_X4_B41:N12|LKCP001_MCF7_24H_X5.A2_B41:N12,,LKCP,seocalcitol,0,1.0,0.0,BRD-K28456624_MCF7_24.0
b41,0.12,0.1,uM,0.12 uM,24 h,24.0,h,A549,BRD-K73237276,5,0.1447,139,0.143408,3.79071,"0.14,0.19,0.13,0.31,0.24",43.1266,28.9322,0.0105455,0.267579,20.27,80.333,0,1,BRD-K73237276,LKCP001_A549_24H:J24,trt_cp,A549,J24,LKCP001_A549_24H_X1.A2_B41|LKCP001_A549_24H_X2_B40|LKCP001_A549_24H_X3_B40|LKCP001_A549_24H_X4_B40|LKCP001_A549_24H_X5_B40,LKCP001_A549_24H_X1.A2_B41:J24|LKCP001_A549_24H_X2_B40:J24|LKCP001_A549_24H_X3_B40:J24|LKCP001_A549_24H_X4_B40:J24|LKCP001_A549_24H_X5_B40:J24,,LKCP,tacalcitol,0,1.0,0.0,BRD-K73237276_A549_24.0
b41,10.0,10.0,uM,10 uM,24 h,24.0,h,A549,BRD-K73237276,5,0.3175,181,0.242405,0.160171,"0.18,0.21,0.23,0.16,0.22",0.472482,0.872773,0.275343,0.621154,20.27,80.333,1,1,BRD-K73237276,LKCP001_A549_24H:J22,trt_cp,A549,J22,LKCP001_A549_24H_X1.A2_B41|LKCP001_A549_24H_X2_B40|LKCP001_A549_24H_X3_B40|LKCP001_A549_24H_X4_B40|LKCP001_A549_24H_X5_B40,LKCP001_A549_24H_X1.A2_B41:J22|LKCP001_A549_24H_X2_B40:J22|LKCP001_A549_24H_X3_B40:J22|LKCP001_A549_24H_X4_B40:J22|LKCP001_A549_24H_X5_B40:J22,,LKCP,tacalcitol,1,1.0,0.0,BRD-K73237276_A549_24.0
b41,0.12,0.1,uM,0.12 uM,24 h,24.0,h,MCF7,BRD-K84163249,4,0.1124,58,0.0816446,8.38284,"0.18,0.34,0.23,0.25",9.91235,29.2696,0.0801861,0.223555,18.07,74.476,0,1,BRD-K84163249,LKCP001_MCF7_24H:F09,trt_cp,MCF7,F09,LKCP001_MCF7_24H_X1_B41|LKCP001_MCF7_24H_X3.A2_B41|LKCP001_MCF7_24H_X4_B41|LKCP001_MCF7_24H_X5.A2_B41,LKCP001_MCF7_24H_X1_B41:F09|LKCP001_MCF7_24H_X3.A2_B41:F09|LKCP001_MCF7_24H_X4_B41:F09|LKCP001_MCF7_24H_X5.A2_B41:F09,,LKCP,ercalcitriol,0,1.0,0.0,BRD-K84163249_MCF7_24.0
b41,4.0,5.0,uM,4 uM,24 h,24.0,h,MCF7,BRD-K28731095,4,0.3432,162,0.23843,0.19802,"0.33,0.30,0.30,0.07",12.6641,13.3945,0.205818,0.402538,18.07,74.476,0,1,BRD-K28731095,LKCP001_MCF7_24H:E19,trt_cp,MCF7,E19,LKCP001_MCF7_24H_X1_B41|LKCP001_MCF7_24H_X3.A2_B41|LKCP001_MCF7_24H_X4_B41|LKCP001_MCF7_24H_X5.A2_B41,LKCP001_MCF7_24H_X1_B41:E19|LKCP001_MCF7_24H_X3.A2_B41:E19|LKCP001_MCF7_24H_X4_B41:E19|LKCP001_MCF7_24H_X5.A2_B41:E19,,LKCP,calcitriol,0,1.0,0.0,BRD-K28731095_MCF7_24.0
b41,10.0,10.0,uM,10 uM,24 h,24.0,h,A549,BRD-K84163249,5,0.2753,135,0.19494,0.0533903,"0.21,0.21,0.21,0.19,0.19",0.332629,1.07119,0.241246,0.58813,20.27,80.333,1,1,BRD-K84163249,LKCP001_A549_24H:F07,trt_cp,A549,F07,LKCP001_A549_24H_X1.A2_B41|LKCP001_A549_24H_X2_B40|LKCP001_A549_24H_X3_B40|LKCP001_A549_24H_X4_B40|LKCP001_A549_24H_X5_B40,LKCP001_A549_24H_X1.A2_B41:F07|LKCP001_A549_24H_X2_B40:F07|LKCP001_A549_24H_X3_B40:F07|LKCP001_A549_24H_X4_B40:F07|LKCP001_A549_24H_X5_B40:F07,,LKCP,ercalcitriol,1,1.0,0.0,BRD-K84163249_A549_24.0
b41,0.05,0.05,uM,0.05 uM,24 h,24.0,h,A549,BRD-K28731095,4,0.0544,85,0.0687606,25.6473,"0.13,0.40,0.17,0.30",29.1991,29.3071,0.0435494,0.206084,18.67,76.2561,0,1,BRD-K28731095,LKCP002_A549_24H:N21,trt_cp,A549,N21,LKCP002_A549_24H_X2_B41|LKCP002_A549_24H_X3.A2_B41|LKCP002_A549_24H_X4_B41|LKCP002_A549_24H_X5_B41,LKCP002_A549_24H_X2_B41:N21|LKCP002_A549_24H_X3.A2_B41:N21|LKCP002_A549_24H_X4_B41:N21|LKCP002_A549_24H_X5_B41:N21,,LKCP,calcitriol,0,1.0,0.0,BRD-K28731095_A549_24.0
b41,1.11,1.0,uM,1.11 uM,24 h,24.0,h,A549,BRD-K28456624,5,0.1067,71,0.088012,7.31447,"0.15,0.28,0.14,0.26,0.17",13.8322,33.3506,0.081124,0.210993,20.27,80.333,0,1,BRD-K28456624,LKCP001_A549_24H:N11,trt_cp,A549,N11,LKCP001_A549_24H_X1.A2_B41|LKCP001_A549_24H_X2_B40|LKCP001_A549_24H_X3_B40|LKCP001_A549_24H_X4_B40|LKCP001_A549_24H_X5_B40,LKCP001_A549_24H_X1.A2_B41:N11|LKCP001_A549_24H_X2_B40:N11|LKCP001_A549_24H_X3_B40:N11|LKCP001_A549_24H_X4_B40:N11|LKCP001_A549_24H_X5_B40:N11,,LKCP,seocalcitol,0,1.0,0.0,BRD-K28456624_A549_24.0
b41,1.11,1.0,uM,1.11 uM,24 h,24.0,h,U2OS,BRD-K73237276,5,0.146,157,0.153094,5.99893,"0.19,0.20,0.19,0.31,0.12",13.1333,35.9897,0.10331,0.203225,21.64,82.8309,0,1,BRD-K73237276,LKCP001_U2OS_24H:J23,trt_cp,U2OS,J23,LKCP001_U2OS_24H_X1.A2_B41|LKCP001_U2OS_24H_X2.A2_B41|LKCP001_U2OS_24H_X3_B41|LKCP001_U2OS_24H_X4_B41|LKCP001_U2OS_24H_X5_B41,LKCP001_U2OS_24H_X1.A2_B41:J23|LKCP001_U2OS_24H_X2.A2_B41:J23|LKCP001_U2OS_24H_X3_B41:J23|LKCP001_U2OS_24H_X4_B41:J23|LKCP001_U2OS_24H_X5_B41:J23,,LKCP,tacalcitol,0,1.0,0.0,BRD-K73237276_U2OS_24.0
b41,1.11,1.0,uM,1.11 uM,24 h,24.0,h,U2OS,BRD-K28456624,5,0.1636,111,0.136265,2.46385,"0.24,0.24,0.13,0.20,0.20",7.93344,32.5579,0.126102,0.252105,21.64,82.8309,0,1,BRD-K28456624,LKCP001_U2OS_24H:N11,trt_cp,U2OS,N11,LKCP001_U2OS_24H_X1.A2_B41|LKCP001_U2OS_24H_X2.A2_B41|LKCP001_U2OS_24H_X3_B41|LKCP001_U2OS_24H_X4_B41|LKCP001_U2OS_24H_X5_B41,LKCP001_U2OS_24H_X1.A2_B41:N11|LKCP001_U2OS_24H_X2.A2_B41:N11|LKCP001_U2OS_24H_X3_B41:N11|LKCP001_U2OS_24H_X4_B41:N11|LKCP001_U2OS_24H_X5_B41:N11,,LKCP,seocalcitol,0,1.0,0.0,BRD-K28456624_U2OS_24.0
b41,1.11,1.0,uM,1.11 uM,24 h,24.0,h,A549,BRD-K84163249,5,0.1277,72,0.0969599,5.12547,"0.26,0.21,0.24,0.12,0.17",7.76625,10.1817,0.103721,0.362599,20.27,80.333,0,1,BRD-K84163249,LKCP001_A549_24H:F08,trt_cp,A549,F08,LKCP001_A549_24H_X1.A2_B41|LKCP001_A549_24H_X2_B40|LKCP001_A549_24H_X3_B40|LKCP001_A549_24H_X4_B40|LKCP001_A549_24H_X5_B40,LKCP001_A549_24H_X1.A2_B41:F08|LKCP001_A549_24H_X2_B40:F08|LKCP001_A549_24H_X3_B40:F08|LKCP001_A549_24H_X4_B40:F08|LKCP001_A549_24H_X5_B40:F08,,LKCP,ercalcitriol,0,1.0,0.0,BRD-K84163249_A549_24.0
b41,10.0,10.0,uM,10 uM,24 h,24.0,h,U2OS,BRD-K28456624,5,0.332,149,0.224902,0.107124,"0.19,0.21,0.21,0.18,0.20",0.932447,0.201688,0.217396,0.581916,21.64,82.8309,1,1,BRD-K28456624,LKCP001_U2OS_24H:N10,trt_cp,U2OS,N10,LKCP001_U2OS_24H_X1.A2_B41|LKCP001_U2OS_24H_X2.A2_B41|LKCP001_U2OS_24H_X3_B41|LKCP001_U2OS_24H_X4_B41|LKCP001_U2OS_24H_X5_B41,LKCP001_U2OS_24H_X1.A2_B41:N10|LKCP001_U2OS_24H_X2.A2_B41:N10|LKCP001_U2OS_24H_X3_B41:N10|LKCP001_U2OS_24H_X4_B41:N10|LKCP001_U2OS_24H_X5_B41:N10,,LKCP,seocalcitol,1,1.0,0.0,BRD-K28456624_U2OS_24.0
b41,1.11,1.0,uM,1.11 uM,24 h,24.0,h,U2OS,BRD-K84163249,5,0.1445,96,0.119097,2.03535,"0.18,0.23,0.16,0.20,0.24",8.40337,9.66998,0.10239,0.42172,21.64,82.8309,0,1,BRD-K84163249,LKCP001_U2OS_24H:F08,trt_cp,U2OS,F08,LKCP001_U2OS_24H_X1.A2_B41|LKCP001_U2OS_24H_X2.A2_B41|LKCP001_U2OS_24H_X3_B41|LKCP001_U2OS_24H_X4_B41|LKCP001_U2OS_24H_X5_B41,LKCP001_U2OS_24H_X1.A2_B41:F08|LKCP001_U2OS_24H_X2.A2_B41:F08|LKCP001_U2OS_24H_X3_B41:F08|LKCP001_U2OS_24H_X4_B41:F08|LKCP001_U2OS_24H_X5_B41:F08,,LKCP,ercalcitriol,0,1.0,0.0,BRD-K84163249_U2OS_24.0
b41,10.0,10.0,uM,10 uM,24 h,24.0,h,MCF7,BRD-K73237276,4,0.379,224,0.294628,0.0,"0.27,0.29,0.16,0.28",0.263852,2.90884,0.310615,0.555335,18.07,74.476,1,1,BRD-K73237276,LKCP001_MCF7_24H:J22,trt_cp,MCF7,J22,LKCP001_MCF7_24H_X1_B41|LKCP001_MCF7_24H_X3.A2_B41|LKCP001_MCF7_24H_X4_B41|LKCP001_MCF7_24H_X5.A2_B41,LKCP001_MCF7_24H_X1_B41:J22|LKCP001_MCF7_24H_X3.A2_B41:J22|LKCP001_MCF7_24H_X4_B41:J22|LKCP001_MCF7_24H_X5.A2_B41:J22,,LKCP,tacalcitol,0,1.0,0.0,BRD-K73237276_MCF7_24.0
b41,0.5,0.5,uM,0.5 uM,24 h,24.0,h,A549,BRD-K28731095,4,0.1097,113,0.112583,18.1874,"0.16,0.23,0.34,0.27",20.297,23.7798,0.0831119,0.288618,18.67,76.2561,0,1,BRD-K28731095,LKCP002_A549_24H:N20,trt_cp,A549,N20,LKCP002_A549_24H_X2_B41|LKCP002_A549_24H_X3.A2_B41|LKCP002_A549_24H_X4_B41|LKCP002_A549_24H_X5_B41,LKCP002_A549_24H_X2_B41:N20|LKCP002_A549_24H_X3.A2_B41:N20|LKCP002_A549_24H_X4_B41:N20|LKCP002_A549_24H_X5_B41:N20,,LKCP,calcitriol,0,1.0,0.0,BRD-K28731095_A549_24.0
b41,0.5,0.5,uM,0.5 uM,24 h,24.0,h,A549,BRD-K28731095,5,0.0693,83,0.0766896,19.8612,"0.13,0.43,0.25,0.02,0.17",48.1645,32.6524,0.00982872,0.215277,20.27,80.333,0,1,BRD-K28731095,LKCP001_A549_24H:E20,trt_cp,A549,E20,LKCP001_A549_24H_X1.A2_B41|LKCP001_A549_24H_X2_B40|LKCP001_A549_24H_X3_B40|LKCP001_A549_24H_X4_B40|LKCP001_A549_24H_X5_B40,LKCP001_A549_24H_X1.A2_B41:E20|LKCP001_A549_24H_X2_B40:E20|LKCP001_A549_24H_X3_B40:E20|LKCP001_A549_24H_X4_B40:E20|LKCP001_A549_24H_X5_B40:E20,,LKCP,calcitriol,0,1.0,0.0,BRD-K28731095_A549_24.0
b41,0.5,0.5,uM,0.5 uM,24 h,24.0,h,MCF7,BRD-K28731095,5,0.2735,139,0.197159,0.423953,"0.18,0.08,0.24,0.26,0.24",2.51818,3.05199,0.18392,0.446985,24.03,86.0465,1,1,BRD-K28731095,LKCP002_MCF7_24H:N20,trt_cp,MCF7,N20,LKCP002_MCF7_24H_X1_B41|LKCP002_MCF7_24H_X2_B41|LKCP002_MCF7_24H_X3.A2_B41|LKCP002_MCF7_24H_X4_B41|LKCP002_MCF7_24H_X5_B41,LKCP002_MCF7_24H_X1_B41:N20|LKCP002_MCF7_24H_X2_B41:N20|LKCP002_MCF7_24H_X3.A2_B41:N20|LKCP002_MCF7_24H_X4_B41:N20|LKCP002_MCF7_24H_X5_B41:N20,,LKCP,calcitriol,0,1.0,0.0,BRD-K28731095_MCF7_24.0
b41,0.5,0.5,uM,0.5 uM,24 h,24.0,h,MCF7,BRD-K28731095,4,0.1617,95,0.125328,0.792079,"0.40,0.11,0.23,0.27",10.8309,19.4786,0.0962742,0.302477,18.07,74.476,0,1,BRD-K28731095,LKCP001_MCF7_24H:E20,trt_cp,MCF7,E20,LKCP001_MCF7_24H_X1_B41|LKCP001_MCF7_24H_X3.A2_B41|LKCP001_MCF7_24H_X4_B41|LKCP001_MCF7_24H_X5.A2_B41,LKCP001_MCF7_24H_X1_B41:E20|LKCP001_MCF7_24H_X3.A2_B41:E20|LKCP001_MCF7_24H_X4_B41:E20|LKCP001_MCF7_24H_X5.A2_B41:E20,,LKCP,calcitriol,0,1.0,0.0,BRD-K28731095_MCF7_24.0
