bead_batch,nearest_dose,pert_dose,pert_dose_unit,pert_idose,pert_time,pert_itime,pert_time_unit,cell_mfc_name,pert_mfc_id,det_plate,det_well,rna_plate,rna_well,count_mean,count_cv,qc_f_logp,qc_iqr,qc_slope,pert_id,sample_id,pert_type,cell_iname,qc_pass,dyn_range,inv_level_10,build_name,failure_mode,project_code,cmap_name
b34,0.2,0.185185,uM,0.2 uM,24.0,24 h,h,MCF7,BRD-K81332461,MUC.CP008_MCF7_24H_X2_B34,H22,MUC.CP008_MCF7_24H_X2,H22,85,14,6.9,10.19,58,BRD-K81332461,MUC.CP008_MCF7_24H_X2_B34:H22,trt_cp,MCF7,1.0,17.2324,2447.0,,,MUC,maxacalcitol
b41,0.5,0.5,uM,0.5 uM,24.0,24 h,h,MCF7,BRD-K28731095,LKCP002_MCF7_24H_X2_B41,N20,LKCP002_MCF7_24H_X2,N20,112,12,6.5,14.52,55,BRD-K28731095,LKCP002_MCF7_24H_X2_B41:N20,trt_cp,MCF7,1.0,12.9664,4240.0,,,LKCP,calcitriol
b41,0.05,0.05,uM,0.05 uM,24.0,24 h,h,A549,BRD-K28731095,LKCP002_A549_24H_X5_B41,N21,LKCP002_A549_24H_X5,N21,112,12,7.1,13.34,55,BRD-K28731095,LKCP002_A549_24H_X5_B41:N21,trt_cp,A549,1.0,17.2743,4975.0,,,LKCP,calcitriol
b41,0.05,0.05,uM,0.05 uM,24.0,24 h,h,MCF7,BRD-K28731095,LKCP002_MCF7_24H_X5_B41,N21,LKCP002_MCF7_24H_X5,N21,84,13,5.9,15.28,57,BRD-K28731095,LKCP002_MCF7_24H_X5_B41:N21,trt_cp,MCF7,0.0,14.1582,4339.5,,qc_iqr,LKCP,calcitriol
b34,0.5,0.555556,uM,0.5 uM,24.0,24 h,h,HA1E,BRD-K81332461,MUC.CP008_HA1E_24H_X2_B34,H21,MUC.CP008_HA1E_24H_X2,H21,95,15,5.9,9.64,56,BRD-K81332461,MUC.CP008_HA1E_24H_X2_B34:H21,trt_cp,HA1E,1.0,20.9631,2557.5,,,MUC,maxacalcitol
b34,1.67,1.66667,uM,1.67 uM,24.0,24 h,h,MCF7,BRD-K81332461,MUC.CP008_MCF7_24H_X2_B34,H20,MUC.CP008_MCF7_24H_X2,H20,78,15,6.2,10.33,59,BRD-K81332461,MUC.CP008_MCF7_24H_X2_B34:H20,trt_cp,MCF7,1.0,15.5753,2274.0,,,MUC,maxacalcitol
b34,4.0,5.0,uM,4 uM,24.0,24 h,h,MCF7,BRD-K81332461,MUC.CP008_MCF7_24H_X2_B34,H19,MUC.CP008_MCF7_24H_X2,H19,50,18,6.3,11.03,59,BRD-K81332461,MUC.CP008_MCF7_24H_X2_B34:H19,trt_cp,MCF7,1.0,16.6923,2387.0,,,MUC,maxacalcitol
b41,4.0,5.0,uM,4 uM,24.0,24 h,h,A549,BRD-K28731095,LKCP002_A549_24H_X2_B41,N19,LKCP002_A549_24H_X2,N19,70,15,6.5,15.3,56,BRD-K28731095,LKCP002_A549_24H_X2_B41:N19,trt_cp,A549,0.0,20.4522,4704.0,,qc_iqr,LKCP,calcitriol
b41,4.0,5.0,uM,4 uM,24.0,24 h,h,U2OS,BRD-K28731095,LKCP002_U2OS_24H_X1_B41,N19,LKCP002_U2OS_24H_X1,N19,107,12,5.4,11.8,54,BRD-K28731095,LKCP002_U2OS_24H_X1_B41:N19,trt_cp,U2OS,1.0,16.9487,4788.0,,,LKCP,calcitriol
b41,4.0,5.0,uM,4 uM,24.0,24 h,h,A549,BRD-K28731095,LKCP001_A549_24H_X1.A2_B41,E19,LKCP001_A549_24H_X1.A2,E19,74,14,6.9,12.39,58,BRD-K28731095,LKCP001_A549_24H_X1.A2_B41:E19,trt_cp,A549,1.0,21.7521,5133.5,,,LKCP,calcitriol
b41,4.0,5.0,uM,4 uM,24.0,24 h,h,MCF7,BRD-K28731095,LKCP002_MCF7_24H_X1_B41,N19,LKCP002_MCF7_24H_X1,N19,98,14,7.1,13.79,55,BRD-K28731095,LKCP002_MCF7_24H_X1_B41:N19,trt_cp,MCF7,1.0,19.5796,2212.5,,,LKCP,calcitriol
b34,4.0,5.0,uM,4 uM,24.0,24 h,h,HA1E,BRD-K81332461,MUC.CP008_HA1E_24H_X1_B34,H19,MUC.CP008_HA1E_24H_X1,H19,96,16,5.3,9.42,59,BRD-K81332461,MUC.CP008_HA1E_24H_X1_B34:H19,trt_cp,HA1E,1.0,10.1244,3012.0,,,MUC,maxacalcitol
b41,4.0,5.0,uM,4 uM,24.0,24 h,h,U2OS,BRD-K28731095,LKCP001_U2OS_24H_X5_B41,E19,LKCP001_U2OS_24H_X5,E19,99,12,5.2,12.94,55,BRD-K28731095,LKCP001_U2OS_24H_X5_B41:E19,trt_cp,U2OS,1.0,23.1054,4933.0,,,LKCP,calcitriol
b41,4.0,5.0,uM,4 uM,24.0,24 h,h,MCF7,BRD-K28731095,LKCP001_MCF7_24H_X3.A2_B41,E19,LKCP001_MCF7_24H_X3.A2,E19,80,13,5.9,10.88,56,BRD-K28731095,LKCP001_MCF7_24H_X3.A2_B41:E19,trt_cp,MCF7,1.0,16.2072,3598.0,,,LKCP,calcitriol
b41,4.0,5.0,uM,4 uM,24.0,24 h,h,U2OS,BRD-K28731095,LKCP002_U2OS_24H_X2.A2_B41,N19,LKCP002_U2OS_24H_X2.A2,N19,94,13,5.8,11.14,58,BRD-K28731095,LKCP002_U2OS_24H_X2.A2_B41:N19,trt_cp,U2OS,1.0,15.9595,3942.0,,,LKCP,calcitriol
b41,4.0,5.0,uM,4 uM,24.0,24 h,h,MCF7,BRD-K28731095,LKCP001_MCF7_24H_X4_B41,E19,LKCP001_MCF7_24H_X4,E19,99,13,8.3,13.94,55,BRD-K28731095,LKCP001_MCF7_24H_X4_B41:E19,trt_cp,MCF7,1.0,10.5184,4149.5,,,LKCP,calcitriol
b40,4.0,5.0,uM,4 uM,24.0,24 h,h,A549,BRD-K28731095,LKCP001_A549_24H_X3_B40,E19,LKCP001_A549_24H_X3,E19,103,12,6.0,11.78,53,BRD-K28731095,LKCP001_A549_24H_X3_B40:E19,trt_cp,A549,1.0,30.5613,4737.0,,,LKCP,calcitriol
b41,4.0,5.0,uM,4 uM,24.0,24 h,h,MCF7,BRD-K28731095,LKCP002_MCF7_24H_X4_B41,N19,LKCP002_MCF7_24H_X4,N19,114,12,5.6,12.27,57,BRD-K28731095,LKCP002_MCF7_24H_X4_B41:N19,trt_cp,MCF7,1.0,13.3736,4868.0,,,LKCP,calcitriol
b41,4.0,5.0,uM,4 uM,24.0,24 h,h,U2OS,BRD-K28731095,LKCP002_U2OS_24H_X4_B41,N19,LKCP002_U2OS_24H_X4,N19,103,12,5.5,15.35,55,BRD-K28731095,LKCP002_U2OS_24H_X4_B41:N19,trt_cp,U2OS,0.0,12.5762,3961.5,,qc_iqr,LKCP,calcitriol
b41,4.0,5.0,uM,4 uM,24.0,24 h,h,MCF7,BRD-K28731095,LKCP002_MCF7_24H_X3.A2_B41,N19,LKCP002_MCF7_24H_X3.A2,N19,92,14,6.3,14.37,63,BRD-K28731095,LKCP002_MCF7_24H_X3.A2_B41:N19,trt_cp,MCF7,1.0,13.9383,3728.5,,,LKCP,calcitriol
b34,4.0,5.0,uM,4 uM,24.0,24 h,h,HA1E,BRD-K81332461,MUC.CP008_HA1E_24H_X2_B34,H19,MUC.CP008_HA1E_24H_X2,H19,79,15,5.9,9.9,57,BRD-K81332461,MUC.CP008_HA1E_24H_X2_B34:H19,trt_cp,HA1E,1.0,17.5636,2415.0,,,MUC,maxacalcitol
b34,4.0,5.0,uM,4 uM,24.0,24 h,h,MCF7,BRD-K81332461,MUC.CP008_MCF7_24H_X1_B34,H19,MUC.CP008_MCF7_24H_X1,H19,76,16,7.6,9.54,59,BRD-K81332461,MUC.CP008_MCF7_24H_X1_B34:H19,trt_cp,MCF7,1.0,17.1585,2436.5,,,MUC,maxacalcitol
b40,4.0,5.0,uM,4 uM,24.0,24 h,h,A549,BRD-K28731095,LKCP001_A549_24H_X2_B40,E19,LKCP001_A549_24H_X2,E19,95,13,6.6,12.76,53,BRD-K28731095,LKCP001_A549_24H_X2_B40:E19,trt_cp,A549,1.0,27.5506,4904.0,,,LKCP,calcitriol
b41,4.0,5.0,uM,4 uM,24.0,24 h,h,MCF7,BRD-K28731095,LKCP002_MCF7_24H_X2_B41,N19,LKCP002_MCF7_24H_X2,N19,110,12,6.5,12.22,55,BRD-K28731095,LKCP002_MCF7_24H_X2_B41:N19,trt_cp,MCF7,1.0,14.4923,3768.0,,,LKCP,calcitriol
b41,4.0,5.0,uM,4 uM,24.0,24 h,h,A549,BRD-K28731095,LKCP002_A549_24H_X5_B41,N19,LKCP002_A549_24H_X5,N19,107,12,7.6,13.36,54,BRD-K28731095,LKCP002_A549_24H_X5_B41:N19,trt_cp,A549,1.0,23.0056,4095.0,,,LKCP,calcitriol
b41,4.0,5.0,uM,4 uM,24.0,24 h,h,A549,BRD-K28731095,LKCP002_A549_24H_X3.A2_B41,N19,LKCP002_A549_24H_X3.A2,N19,87,14,6.2,11.82,57,BRD-K28731095,LKCP002_A549_24H_X3.A2_B41:N19,trt_cp,A549,1.0,12.0126,5237.5,,,LKCP,calcitriol
b41,4.0,5.0,uM,4 uM,24.0,24 h,h,U2OS,BRD-K28731095,LKCP001_U2OS_24H_X3_B41,E19,LKCP001_U2OS_24H_X3,E19,91,13,5.2,14.2,55,BRD-K28731095,LKCP001_U2OS_24H_X3_B41:E19,trt_cp,U2OS,1.0,15.4092,4499.5,,,LKCP,calcitriol
b41,4.0,5.0,uM,4 uM,24.0,24 h,h,MCF7,BRD-K28731095,LKCP001_MCF7_24H_X1_B41,E19,LKCP001_MCF7_24H_X1,E19,81,13,6.9,12.18,55,BRD-K28731095,LKCP001_MCF7_24H_X1_B41:E19,trt_cp,MCF7,1.0,9.95679,4839.0,,,LKCP,calcitriol
b41,4.0,5.0,uM,4 uM,24.0,24 h,h,A549,BRD-K28731095,LKCP002_A549_24H_X4_B41,N19,LKCP002_A549_24H_X4,N19,105,12,5.7,12.71,54,BRD-K28731095,LKCP002_A549_24H_X4_B41:N19,trt_cp,A549,1.0,0.0,0.0,,,LKCP,calcitriol
b41,4.0,5.0,uM,4 uM,24.0,24 h,h,MCF7,BRD-K28731095,LKCP001_MCF7_24H_X5.A2_B41,E19,LKCP001_MCF7_24H_X5.A2,E19,97,13,6.0,12.87,57,BRD-K28731095,LKCP001_MCF7_24H_X5.A2_B41:E19,trt_cp,MCF7,1.0,18.7198,3173.0,,,LKCP,calcitriol
b41,4.0,5.0,uM,4 uM,24.0,24 h,h,U2OS,BRD-K28731095,LKCP001_U2OS_24H_X1.A2_B41,E19,LKCP001_U2OS_24H_X1.A2,E19,79,14,5.7,10.85,56,BRD-K28731095,LKCP001_U2OS_24H_X1.A2_B41:E19,trt_cp,U2OS,1.0,15.4222,5151.0,,,LKCP,calcitriol
b34,4.0,5.0,uM,4 uM,24.0,24 h,h,MCF7,BRD-K81332461,MUC.CP008_MCF7_24H_X3_B34,H19,MUC.CP008_MCF7_24H_X3,H19,88,18,6.8,10.08,56,BRD-K81332461,MUC.CP008_MCF7_24H_X3_B34:H19,trt_cp,MCF7,1.0,28.4624,2647.0,,,MUC,maxacalcitol
b41,4.0,5.0,uM,4 uM,24.0,24 h,h,U2OS,BRD-K28731095,LKCP001_U2OS_24H_X2.A2_B41,E19,LKCP001_U2OS_24H_X2.A2,E19,75,14,5.1,11.9,56,BRD-K28731095,LKCP001_U2OS_24H_X2.A2_B41:E19,trt_cp,U2OS,1.0,11.4814,4317.0,,,LKCP,calcitriol
b41,4.0,5.0,uM,4 uM,24.0,24 h,h,MCF7,BRD-K28731095,LKCP002_MCF7_24H_X5_B41,N19,LKCP002_MCF7_24H_X5,N19,87,14,5.5,13.06,57,BRD-K28731095,LKCP002_MCF7_24H_X5_B41:N19,trt_cp,MCF7,1.0,11.1849,4899.0,,,LKCP,calcitriol
b40,4.0,5.0,uM,4 uM,24.0,24 h,h,A549,BRD-K28731095,LKCP001_A549_24H_X5_B40,E19,LKCP001_A549_24H_X5,E19,73,15,6.4,14.34,53,BRD-K28731095,LKCP001_A549_24H_X5_B40:E19,trt_cp,A549,1.0,27.5208,3963.0,,,LKCP,calcitriol
b40,4.0,5.0,uM,4 uM,24.0,24 h,h,A549,BRD-K28731095,LKCP001_A549_24H_X4_B40,E19,LKCP001_A549_24H_X4,E19,68,15,6.1,12.64,56,BRD-K28731095,LKCP001_A549_24H_X4_B40:E19,trt_cp,A549,1.0,14.8973,5728.0,,,LKCP,calcitriol
b41,4.0,5.0,uM,4 uM,24.0,24 h,h,U2OS,BRD-K28731095,LKCP001_U2OS_24H_X4_B41,E19,LKCP001_U2OS_24H_X4,E19,96,13,6.1,13.14,54,BRD-K28731095,LKCP001_U2OS_24H_X4_B41:E19,trt_cp,U2OS,1.0,7.87022,4730.0,,,LKCP,calcitriol
b41,4.0,5.0,uM,4 uM,24.0,24 h,h,U2OS,BRD-K28731095,LKCP002_U2OS_24H_X5_B41,N19,LKCP002_U2OS_24H_X5,N19,82,14,6.2,14.14,56,BRD-K28731095,LKCP002_U2OS_24H_X5_B41:N19,trt_cp,U2OS,1.0,10.9693,3389.5,,,LKCP,calcitriol
b41,4.0,5.0,uM,4 uM,24.0,24 h,h,U2OS,BRD-K28731095,LKCP002_U2OS_24H_X3_B41,N19,LKCP002_U2OS_24H_X3,N19,60,16,5.5,14.0,57,BRD-K28731095,LKCP002_U2OS_24H_X3_B41:N19,trt_cp,U2OS,1.0,7.93529,4047.0,,,LKCP,calcitriol
b3,10.0,10.0,uM,10 uM,24.0,24 h,h,HA1E,BRD-K56429665,CPC005_HA1E_24H_X2_B3_DUO52HI53LO,J21,CPC005_HA1E_24H_X2,J21,100,16,8.0,9.04,62,BRD-K56429665,CPC005_HA1E_24H_X2_B3_DUO52HI53LO:J21,trt_cp,HA1E,1.0,12.1577,2699.0,,,CPC,calcipotriol
b5,10.0,10.0,uM,10 uM,24.0,24 h,h,MCF7,BRD-K56429665,CPC011_MCF7_24H_X4_B5_DUO52HI53LO,N11,CPC011_MCF7_24H_X4,N11,62,18,6.1,11.83,67,BRD-K56429665,CPC011_MCF7_24H_X4_B5_DUO52HI53LO:N11,trt_cp,MCF7,1.0,6.26547,3847.0,,,CPC,calcipotriol
b34,10.0,10.0,uM,10 uM,24.0,24 h,h,PC3,BRD-K27316855,ASG002_PC3_24H_X2_B34,O07,ASG002_PC3_24H_X2,O07,93,15,7.0,9.34,57,BRD-K27316855,ASG002_PC3_24H_X2_B34:O07,trt_cp,PC3,1.0,21.4538,2553.0,,,ASG,calcitriol
b40,10.0,10.0,uM,10 uM,24.0,24 h,h,A549,BRD-K28456624,LKCP001_A549_24H_X3_B40,N10,LKCP001_A549_24H_X3,N10,90,14,5.8,12.74,56,BRD-K28456624,LKCP001_A549_24H_X3_B40:N10,trt_cp,A549,1.0,19.092,4773.0,,,LKCP,seocalcitol
b23,10.0,10.0,uM,10 uM,24.0,24 h,h,HA1E,BRD-K73237276,REP.A022_HA1E_24H_X3_B23,L01,REP.A022_HA1E_24H_X3,L01,70,16,6.1,8.23,55,BRD-K73237276,REP.A022_HA1E_24H_X3_B23:L01,trt_cp,HA1E,1.0,15.587,4076.0,,,REP,tacalcitol
b41,10.0,10.0,uM,10 uM,24.0,24 h,h,U2OS,BRD-K27316855,ASG003_U2OS_24H_X1_B41,G22,ASG003_U2OS_24H_X1,G22,102,13,5.7,12.11,57,BRD-K27316855,ASG003_U2OS_24H_X1_B41:G22,trt_cp,U2OS,1.0,9.69451,4411.0,,,ASG,calcitriol
f1b4,10.0,10.0,uM,10 uM,24.0,24 h,h,HA1E,BRD-A31158127,CRCGN001_HA1E_24H_X3_F1B4_DUO52HI53LO,H11,CRCGN001_HA1E_24H_X3,H11,84,20,6.2,28.84,70,BRD-A31158127,CRCGN001_HA1E_24H_X3_F1B4_DUO52HI53LO:H11,trt_cp,HA1E,0.0,3.34276,1892.0,,"qc_iqr,dyn_range",CRCGN,calcipotriol
b41,10.0,10.0,uM,10 uM,24.0,24 h,h,MCF7,BRD-K28456624,LKCP001_MCF7_24H_X5.A2_B41,N10,LKCP001_MCF7_24H_X5.A2,N10,92,15,6.2,9.65,57,BRD-K28456624,LKCP001_MCF7_24H_X5.A2_B41:N10,trt_cp,MCF7,1.0,14.9257,2612.0,,,LKCP,seocalcitol
b22,10.0,10.0,uM,10 uM,24.0,24 h,h,PC3,BRD-K28731095,REP.A001_PC3_24H_X1_B22,I13,REP.A001_PC3_24H_X1,I13,48,17,7.9,7.63,57,BRD-K28731095,REP.A001_PC3_24H_X1_B22:I13,trt_cp,PC3,1.0,22.7926,3077.0,,,REP,calcitriol
b25,10.0,10.0,uM,10 uM,24.0,24 h,h,A549,BRD-K81332461,REP.A021_A549_24H_X3_B25,D01,REP.A021_A549_24H_X3,D01,64,24,5.4,8.62,57,BRD-K81332461,REP.A021_A549_24H_X3_B25:D01,trt_cp,A549,1.0,17.4541,3805.0,,,REP,maxacalcitol
b34,10.0,10.0,uM,10 uM,24.0,24 h,h,MCF7,BRD-K56429665,ASG002_MCF7_24H_X6_B34,A22,ASG002_MCF7_24H_X6,A22,84,14,9.0,9.51,55,BRD-K56429665,ASG002_MCF7_24H_X6_B34:A22,trt_cp,MCF7,1.0,25.0183,2739.5,,,ASG,calcipotriol
b5,10.0,10.0,uM,10 uM,24.0,24 h,h,MCF7,BRD-K56429665,CPC005_MCF7_24H_X4_B5_DUO52HI53LO,J21,CPC005_MCF7_24H_X4,J21,98,16,5.9,25.33,69,BRD-K56429665,CPC005_MCF7_24H_X4_B5_DUO52HI53LO:J21,trt_cp,MCF7,0.0,2.99793,1448.0,,"inv_level_10,qc_iqr,dyn_range",CPC,calcipotriol
f1b6,10.0,10.0,uM,10 uM,24.0,24 h,h,A549,BRD-A84327315,CPC014_A549_24H_X2_F1B6_DUO52HI53LO,P20,CPC014_A549_24H_X2,P20,107,18,8.0,17.58,67,BRD-A84327315,CPC014_A549_24H_X2_F1B6_DUO52HI53LO:P20,trt_cp,A549,0.0,5.23091,1438.5,,"inv_level_10,qc_iqr",CPC,calcitriol
b41,10.0,10.0001,uM,10 uM,24.0,24 h,h,U2OS,BRD-K56429665,ASG003_U2OS_24H_X3_B41,G19,ASG003_U2OS_24H_X3,G19,71,15,5.6,14.98,55,BRD-K56429665,ASG003_U2OS_24H_X3_B41:G19,trt_cp,U2OS,1.0,16.8212,2775.5,,,ASG,calcipotriol
b22,10.0,10.0,uM,10 uM,24.0,24 h,h,HA1E,BRD-K28731095,REP.A001_HA1E_24H_X3_B22,I13,REP.A001_HA1E_24H_X3,I13,61,18,6.2,8.87,57,BRD-K28731095,REP.A001_HA1E_24H_X3_B22:I13,trt_cp,HA1E,1.0,19.5,2359.5,,,REP,calcitriol
b23,10.0,10.0,uM,10 uM,24.0,24 h,h,PC3,BRD-K84163249,REP.A021_PC3_24H_X1_B23,J19,REP.A021_PC3_24H_X1,J19,65,16,6.7,7.83,54,BRD-K84163249,REP.A021_PC3_24H_X1_B23:J19,trt_cp,PC3,1.0,26.4739,3799.0,,,REP,ercalcitriol
b41,10.0,10.0,uM,10 uM,24.0,24 h,h,MCF7,BRD-K28456624,LKCP001_MCF7_24H_X3.A2_B41,N10,LKCP001_MCF7_24H_X3.A2,N10,77,14,7.3,11.02,57,BRD-K28456624,LKCP001_MCF7_24H_X3.A2_B41:N10,trt_cp,MCF7,1.0,20.8993,2905.0,,,LKCP,seocalcitol
f1b4,10.0,10.0,uM,10 uM,24.0,24 h,h,HA1E,BRD-A66229260,CRCGN001_HA1E_24H_X1_F1B4_DUO52HI53LO,D20,CRCGN001_HA1E_24H_X1,D20,78,22,6.1,21.7,69,BRD-A66229260,CRCGN001_HA1E_24H_X1_F1B4_DUO52HI53LO:D20,trt_cp,HA1E,0.0,2.23147,1836.5,,"qc_iqr,dyn_range",CRCGN,calcitriol
b18,10.0,10.0,uM,10 uM,24.0,24 h,h,A549,BRD-K27316855,LUNG001_A549_24H_X1_B18,O12,LUNG001_A549_24H_X1,O12,51,18,10.4,7.29,56,BRD-K27316855,LUNG001_A549_24H_X1_B18:O12,trt_cp,A549,1.0,26.0,2834.0,,,LUNG,calcitriol
b23,10.0,10.0,uM,10 uM,24.0,24 h,h,PC3,BRD-K60585088,REP.A014_PC3_24H_X1_B23,H19,REP.A014_PC3_24H_X1,H19,66,16,8.1,7.15,56,BRD-K60585088,REP.A014_PC3_24H_X1_B23:H19,trt_cp,PC3,1.0,15.9148,3175.0,,,REP,paricalcitol
b34,10.0,10.0,uM,10 uM,24.0,24 h,h,PC3,BRD-K27316855,ASG002_PC3_24H_X1_B34,O07,ASG002_PC3_24H_X1,O07,77,17,10.5,8.78,54,BRD-K27316855,ASG002_PC3_24H_X1_B34:O07,trt_cp,PC3,1.0,29.0864,2356.0,,,ASG,calcitriol
b40,10.0,10.0,uM,10 uM,24.0,24 h,h,A549,BRD-K27316855,ASG003_A549_24H_X22_B40,G22,ASG003_A549_24H_X22,G22,131,12,5.9,12.5,54,BRD-K27316855,ASG003_A549_24H_X22_B40:G22,trt_cp,A549,1.0,23.8021,4451.0,,,ASG,calcitriol
b23,10.0,10.0,uM,10 uM,24.0,24 h,h,HA1E,BRD-K84163249,REP.A021_HA1E_24H_X2_B23,J19,REP.A021_HA1E_24H_X2,J19,57,18,6.6,7.59,55,BRD-K84163249,REP.A021_HA1E_24H_X2_B23:J19,trt_cp,HA1E,1.0,18.9779,4289.0,,,REP,ercalcitriol
b34,10.0,10.0,uM,10 uM,24.0,24 h,h,MCF7,BRD-K27316855,ASG002_MCF7_24H_X6_B34,O07,ASG002_MCF7_24H_X6,O07,61,16,9.1,9.17,54,BRD-K27316855,ASG002_MCF7_24H_X6_B34:O07,trt_cp,MCF7,1.0,23.1526,2882.5,,,ASG,calcitriol
f1b7,10.0,10.0,uM,10 uM,24.0,24 h,h,HA1E,BRD-A31158127-001-01-2,CRCGN004_HA1E_24H_X6_F1B7_DUO52HI53LO,H11,CRCGN004_HA1E_24H_X6,H11,88,26,8.4,8.89,63,BRD-A31158127,CRCGN004_HA1E_24H_X6_F1B7_DUO52HI53LO:H11,trt_cp,HA1E,1.0,10.4778,2829.0,,,CRCGN,calcipotriol
f1b7,10.0,10.0,uM,10 uM,24.0,24 h,h,HA1E,BRD-A31158127-001-01-2,CRCGN004_HA1E_24H_X7_F1B7_DUO52HI53LO,L12,CRCGN004_HA1E_24H_X7,L12,96,20,7.9,10.73,66,BRD-A31158127,CRCGN004_HA1E_24H_X7_F1B7_DUO52HI53LO:L12,trt_cp,HA1E,1.0,5.48473,2693.0,,,CRCGN,calcipotriol
b23,10.0,10.0,uM,10 uM,24.0,24 h,h,MCF7,BRD-K81332461,REP.A021_MCF7_24H_X2_B23,D01,REP.A021_MCF7_24H_X2,D01,64,17,5.9,8.5,56,BRD-K81332461,REP.A021_MCF7_24H_X2_B23:D01,trt_cp,MCF7,1.0,18.9861,4101.0,,,REP,maxacalcitol
b25,10.0,10.0,uM,10 uM,24.0,24 h,h,A549,BRD-K84163249,REP.A021_A549_24H_X2_B25,J19,REP.A021_A549_24H_X2,J19,48,27,5.4,7.55,56,BRD-K84163249,REP.A021_A549_24H_X2_B25:J19,trt_cp,A549,0.0,21.1551,3956.0,,count_cv,REP,ercalcitriol
f1b7,10.0,10.0,uM,10 uM,24.0,24 h,h,PC3,BRD-A66229260-001-01-6,CRCGN004_PC3_24H_X2_F1B7_DUO52HI53LO,L19,CRCGN004_PC3_24H_X2,L19,78,21,7.4,7.58,64,BRD-A66229260,CRCGN004_PC3_24H_X2_F1B7_DUO52HI53LO:L19,trt_cp,PC3,1.0,5.54401,3653.5,,,CRCGN,calcitriol
b25,10.0,10.0,uM,10 uM,24.0,24 h,h,A549,BRD-K84163249,REP.A021_A549_24H_X3_B25,J19,REP.A021_A549_24H_X3,J19,56,25,5.7,7.64,55,BRD-K84163249,REP.A021_A549_24H_X3_B25:J19,trt_cp,A549,1.0,28.4029,3948.0,,,REP,ercalcitriol
b41,10.0,10.0001,uM,10 uM,24.0,24 h,h,MCF7,BRD-K56429665,ASG003_MCF7_24H_X1_B41,G19,ASG003_MCF7_24H_X1,G19,90,13,5.6,13.21,58,BRD-K56429665,ASG003_MCF7_24H_X1_B41:G19,trt_cp,MCF7,1.0,14.5214,4066.0,,,ASG,calcipotriol
b6,10.0,10.0,uM,10 uM,24.0,24 h,h,MCF7,BRD-K96390176,CPD002_MCF7_24H_X3_B6_DUO52HI53LO,K07,CPD002_MCF7_24H_X3,K07,83,16,9.8,10.0,62,BRD-K96390176,CPD002_MCF7_24H_X3_B6_DUO52HI53LO:K07,trt_cp,MCF7,1.0,9.85302,3586.5,,,CPD,calcipotriol
b41,10.0,10.0,uM,10 uM,24.0,24 h,h,MCF7,BRD-K27316855,ASG003_MCF7_24H_X5_B41,G22,ASG003_MCF7_24H_X5,G22,103,12,6.3,13.16,56,BRD-K27316855,ASG003_MCF7_24H_X5_B41:G22,trt_cp,MCF7,1.0,18.3827,4467.0,,,ASG,calcitriol
f1b6,10.0,10.0,uM,10 uM,24.0,24 h,h,A549,BRD-A84327315,CPC014_A549_24H_X1_F1B6_DUO52HI53LO,P20,CPC014_A549_24H_X1,P20,71,24,6.8,23.38,69,BRD-A84327315,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:P20,trt_cp,A549,0.0,3.28957,1829.0,,"qc_iqr,dyn_range",CPC,calcitriol
b34,10.0,10.0,uM,10 uM,24.0,24 h,h,MCF7,BRD-K28731095,MUC.CP008_MCF7_24H_X2_B34,F07,MUC.CP008_MCF7_24H_X2,F07,75,17,6.6,10.45,59,BRD-K28731095,MUC.CP008_MCF7_24H_X2_B34:F07,trt_cp,MCF7,1.0,18.1875,2037.0,,,MUC,calcitriol
b23,10.0,10.0,uM,10 uM,24.0,24 h,h,MCF7,BRD-K81332461,REP.A021_MCF7_24H_X3_B23,D01,REP.A021_MCF7_24H_X3,D01,77,15,7.1,7.93,55,BRD-K81332461,REP.A021_MCF7_24H_X3_B23:D01,trt_cp,MCF7,1.0,21.0,3801.0,,,REP,maxacalcitol
b41,10.0,10.0,uM,10 uM,24.0,24 h,h,U2OS,BRD-K84163249,LKCP001_U2OS_24H_X2.A2_B41,F07,LKCP001_U2OS_24H_X2.A2,F07,81,14,5.6,11.2,57,BRD-K84163249,LKCP001_U2OS_24H_X2.A2_B41:F07,trt_cp,U2OS,1.0,11.7054,4331.0,,,LKCP,ercalcitriol
b23,10.0,10.0,uM,10 uM,24.0,24 h,h,HA1E,BRD-K60585088,REP.A014_HA1E_24H_X3_B23,H19,REP.A014_HA1E_24H_X3,H19,49,20,5.7,8.38,56,BRD-K60585088,REP.A014_HA1E_24H_X3_B23:H19,trt_cp,HA1E,1.0,15.2632,3770.0,,,REP,paricalcitol
b33,10.0,10.0,uM,10 uM,24.0,24 h,h,PC3,BRD-A84327315,MOAR002_PC3_24H_X1.A2_B33,B22,MOAR002_PC3_24H_X1.A2,B22,82,14,6.5,8.75,59,BRD-A84327315,MOAR002_PC3_24H_X1.A2_B33:B22,trt_cp,PC3,1.0,11.7191,3504.0,,,MOAR,calcitriol
b40,10.0,10.0,uM,10 uM,24.0,24 h,h,A549,BRD-K73237276,LKCP001_A549_24H_X5_B40,J22,LKCP001_A549_24H_X5,J22,97,12,6.0,12.5,53,BRD-K73237276,LKCP001_A549_24H_X5_B40:J22,trt_cp,A549,1.0,30.9462,4889.5,,,LKCP,tacalcitol
