term,ES,pval,set_size,leading_edge_frac,fdr_bh
REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING,0.39075998794634315,0.0199501246882793,24,0.2916666666666667,0.1176833197904116
REACTOME_DISEASES_OF_IMMUNE_SYSTEM,0.370208880569863,0.0199501246882793,29,0.27586206896551724,0.1176833197904116
REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS,0.3344678091489623,0.0199501246882793,25,0.12,0.1176833197904116
REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION,0.3031454217096738,0.0199501246882793,44,0.18181818181818182,0.1176833197904116
REACTOME_UNFOLDED_PROTEIN_RESPONSE_UPR,0.2833392605159704,0.0199501246882793,84,0.2976190476190476,0.1176833197904116
REACTOME_SIGNALING_BY_ERBB4,0.25532363980632633,0.0199501246882793,54,0.2222222222222222,0.1176833197904116
REACTOME_MITF_M_DEPENDENT_GENE_EXPRESSION,0.2182800044046052,0.0199501246882793,101,0.27722772277227725,0.1176833197904116
REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE,0.49184546834370146,0.022443890274314215,24,0.3333333333333333,0.1287764196067209
REACTOME_NUCLEAR_IMPORT_OF_REV_PROTEIN,0.41184328703716777,0.022443890274314215,31,0.41935483870967744,0.1287764196067209
REACTOME_CO_INHIBITION_BY_PD_1,0.3972792085920572,0.022443890274314215,18,0.16666666666666666,0.1287764196067209
REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS,0.3718584961612412,0.022443890274314215,34,0.38235294117647056,0.1287764196067209
REACTOME_NS1_MEDIATED_EFFECTS_ON_HOST_PATHWAYS,0.35877974250334366,0.022443890274314215,36,0.3055555555555556,0.1287764196067209
REACTOME_DEVELOPMENTAL_LINEAGE_OF_MULTIPOTENT_PANCREATIC_PROGENITOR_CELLS,0.4826364743856592,0.02493765586034913,17,0.47058823529411764,0.13854253255749516
REACTOME_DNA_DAMAGE_BYPASS,0.4014199268607176,0.02493765586034913,42,0.35714285714285715,0.13854253255749516
REACTOME_NUCLEAR_RNA_DECAY,0.35915762833545517,0.02493765586034913,27,0.2962962962962963,0.13854253255749516
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE,0.2819531272994735,0.02493765586034913,48,0.14583333333333334,0.13854253255749516
REACTOME_AMYLOID_FIBER_FORMATION,0.2479620765352794,0.02493765586034913,48,0.20833333333333334,0.13854253255749516
REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE,0.12390815478222263,0.02493765586034913,233,0.24892703862660945,0.13854253255749516
REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES_THROUGH_SYNTHESIS_DEPENDENT_STRAND_ANNEALING_SDSA,0.6242314304688341,0.02743142144638404,26,0.5384615384615384,0.14620808385128548
REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS,0.399615149386347,0.02743142144638404,16,0.375,0.14620808385128548
